"id","pescador_id","nome_arquivo","created_at","status"
"4df0aac47c15c819b588a4fbb96b14f9f1e2cfeb4df0aac47c15c819b588a4fbb96b14f9f1e2cfeb",6195,CARTEIRA DE PESCA.pdf,"2024-10-04 10:27:08",1
"50de8f0f01d81abd5cd2e7462b284688f430e7f750de8f0f01d81abd5cd2e7462b284688f430e7f7",2119,CNH (1).pdf,"2024-10-04 10:10:31",1
"50ec4c3fabcc07bea6b58c6d3929b7d20423abe450ec4c3fabcc07bea6b58c6d3929b7d20423abe4",7011,FILIAÇÃO.pdf,"2024-10-04 09:32:40",1
"556bf62193bb0d45ca357114ea879249e240d327556bf62193bb0d45ca357114ea879249e240d327",7039,DECLARAÇÃO DE RESI.pdf,"2024-10-04 09:03:25",1
"57ad6996818408062b66f5b0c1143637079f0a8e57ad6996818408062b66f5b0c1143637079f0a8e",5979,DECLARACAO DE ENDERECO.pdf,"2024-10-04 09:08:28",1
"5b16cec66f33cc6524ba912d6ea5d35a7f00cd475b16cec66f33cc6524ba912d6ea5d35a7f00cd47",4332,PROTOCOLO.pdf,"2024-10-04 10:44:10",1
"65e646ddd5045356be68ca21e5bc74683c7b67ee65e646ddd5045356be68ca21e5bc74683c7b67ee",7011,"13d67aa7-62d5-42dd-9720-400750629a6d.jfif","2024-10-04 09:32:21",1
"68fe907060aea4b86246f72b308cb2a52beed7c068fe907060aea4b86246f72b308cb2a52beed7c0",6865,WhatsApp Image 2024-04-09 at 16.16.35 (1).jpeg,"2024-04-11 13:34:37",1
"6d37bcac5dbc107e229f242939682d5c74b69aaf6d37bcac5dbc107e229f242939682d5c74b69aaf",7039,TITULO.pdf,"2024-10-04 09:03:45",1
"7627638a3e8c614183e9eab4c3e21f11887414b87627638a3e8c614183e9eab4c3e21f11887414b8",7055,e5f3144b-832d-4b77-8927-826f2e289225.jpg,"2024-10-04 09:02:03",1
"7763b72cfe2a0278004226f8e2cc9a1557db10b17763b72cfe2a0278004226f8e2cc9a1557db10b1",7069,TITULO.pdf,"2024-10-04 08:57:14",1
"7a1312b3306713ac0ce216b02bf198ba28ec45c17a1312b3306713ac0ce216b02bf198ba28ec45c1",1463,RG FRENTE E VERSO.pdf,"2024-10-04 09:16:49",1
"7a225a3683c12f2784a879cb387886d8ace1ddee7a225a3683c12f2784a879cb387886d8ace1ddee",6899,dados-cadastrais - 2024-05-14T140344.799.pdf,"2024-05-14 14:21:28",1
"7e5b55720430f8f26789e9ca0eb92fba7086b43c7e5b55720430f8f26789e9ca0eb92fba7086b43c",2686,"98661698634-carteira-profissional.pdf","2024-10-04 10:50:02",1
"7e79601cb2723220200c897f19cb2057cd732a8f7e79601cb2723220200c897f19cb2057cd732a8f",5979,FOTO.jpeg,"2024-10-04 09:08:37",1
"8458aa3ceb27a2e598e79d237d3d2d07d329c1738458aa3ceb27a2e598e79d237d3d2d07d329c173",4332,CNH.pdf,"2024-10-04 10:44:04",1
"8596848217069cc12823ca7bb2ed7dce6f44b8dc8596848217069cc12823ca7bb2ed7dce6f44b8dc",5483,"12529959897-certificado-regularidade.pdf","2024-09-12 10:23:28",1
"8dd1a954e5a242b54f7e87d9c73fc30b506215908dd1a954e5a242b54f7e87d9c73fc30b50621590",5979,CARTEIRA DE PESCA.pdf,"2024-10-04 08:58:45",1
"8e4785e8c3c31d066b80e0c273b5e22a71def8838e4785e8c3c31d066b80e0c273b5e22a71def883",1743,DECLARACAO DE ENDERECO.pdf,"2024-10-04 09:33:44",1
"8e8887d9de0c9e7017deddec45fcc2da01f83c608e8887d9de0c9e7017deddec45fcc2da01f83c60",7034,PIS.pdf,"2024-10-04 09:06:03",0
"9784cbbf44996cda94678db8002d2dc19853d6c09784cbbf44996cda94678db8002d2dc19853d6c0",7055,NIT.pdf,"2024-10-04 09:02:12",1
"97c23510eb06ca2ab747659ccff43f40f096b6c197c23510eb06ca2ab747659ccff43f40f096b6c1",7063,FILIAÇÃO.pdf,"2024-10-04 09:00:32",1
"9876e32e8d21294ecb030dcca58ecaa0342e05e89876e32e8d21294ecb030dcca58ecaa0342e05e8",6470,ROGERIO MOREIRA COIMBRA - RGP.pdf,"2024-07-01 16:12:28",1
"9a1ab793c9c9872bc6447e771f12c4e0ca36d1349a1ab793c9c9872bc6447e771f12c4e0ca36d134",5979,ATUALIZAÇÃO DA RECEITA FEDERAL.pdf,"2024-10-04 09:08:13",1
"9abf2d9fcb00cabb3bd8c1db10cfb9c53192ea689abf2d9fcb00cabb3bd8c1db10cfb9c53192ea68",2686,carteira-profissional.pdf,"2024-11-22 20:37:03",0
"9c215deec1ed319619b0d723ad1165e402b076e39c215deec1ed319619b0d723ad1165e402b076e3",1743,CARTEIRA DE PESCA.pdf,"2024-10-04 09:36:41",1
"9d6a790d8e408aadb47675f03bfb27f26a8e19109d6a790d8e408aadb47675f03bfb27f26a8e1910",7011,DECLARAÇÃO.pdf,"2024-10-04 09:32:33",1
"9d74faae22632a32e53cddf45354600d117cbe519d74faae22632a32e53cddf45354600d117cbe51",6995,FILIAÇÃO.pdf,"2024-10-04 10:27:09",1
"9fdcdfba573d44fa1b864802d9639f7826f25e779fdcdfba573d44fa1b864802d9639f7826f25e77",2119,FILIACAO.pdf,"2024-10-04 10:10:57",1
a03efeb8582fc51b1580d1c87b54c20e25c9519ba03efeb8582fc51b1580d1c87b54c20e25c9519b,7039,NIT.pdf,"2024-10-04 09:03:35",1
a0eae9bc2f9f864a1645b3822546d0cc479e169ca0eae9bc2f9f864a1645b3822546d0cc479e169c,7034,TITULO.pdf,"2024-10-04 09:06:48",1
a42cd31eee24cba71c6f1cc4985c709c08b80975a42cd31eee24cba71c6f1cc4985c709c08b80975,6069,CNH.pdf,"2024-04-11 16:07:03",1
a6f30212dfdd1aec819123dfb5daeabbc9c9a078a6f30212dfdd1aec819123dfb5daeabbc9c9a078,7032,RG.pdf,"2024-10-04 09:08:13",1
a7a94b9cf5b291790232154bd0268828d5427a20a7a94b9cf5b291790232154bd0268828d5427a20,5333,FOTO ROSTO.jpeg,"2024-10-22 12:19:04",1
ae9f17a4aa8efcc649d2b7a5127e3895483bd072ae9f17a4aa8efcc649d2b7a5127e3895483bd072,2119,DECLARACAO DE RESIDENCIA.pdf,"2024-10-04 10:10:45",1
aeb04cb6e254e850c38fbc96ed35b9a42078a9a5aeb04cb6e254e850c38fbc96ed35b9a42078a9a5,7032,NIT.pdf,"2024-10-04 09:08:06",1
afe6888df5c68c573b667f452763a00110e9bc3aafe6888df5c68c573b667f452763a00110e9bc3a,6995,PIS.pdf,"2024-10-04 10:27:14",1
b1e3675c181867a097f6c894444c49c7c21c1d12b1e3675c181867a097f6c894444c49c7c21c1d12,7063,COMPROVANTE.pdf,"2024-10-04 09:00:27",1
b84e6ccadd5946291f31d20c8ef7aa87824adf07b84e6ccadd5946291f31d20c8ef7aa87824adf07,7055,FILIAÇÃO.pdf,"2024-10-04 09:02:08",1
b8fb90c79f382855c1afdf788aa7c1789f48cef9b8fb90c79f382855c1afdf788aa7c1789f48cef9,6069,protocolo-20240226192108815458221.pdf,"2024-04-11 16:07:12",1
bc3eb36b1f3518b716abf9271794f563f4d497f6bc3eb36b1f3518b716abf9271794f563f4d497f6,3789,PAULO SERGIO DOS SANTOS - RGP.pdf,"2024-05-02 10:50:13",1
bcfe29c634e82a62b3466a9e1694c2ecc3555c0abcfe29c634e82a62b3466a9e1694c2ecc3555c0a,6195,DECLARAÇÃO DE RESIDENCIA.pdf,"2024-10-04 10:27:19",1
c0097c94c86bd07ed0c5480b45a05d974d8588f2c0097c94c86bd07ed0c5480b45a05d974d8588f2,1463,WhatsApp Image 2022-09-19 at 17.43.04.jpeg,"2024-10-04 09:17:11",1
c1222f4d2483f0443f1f535deed8725a4901a232c1222f4d2483f0443f1f535deed8725a4901a232,7034,FILIAÇÃO.pdf,"2024-10-04 09:05:57",1
c12cc5d2dc9bafa98c69f0039ea4658447941613c12cc5d2dc9bafa98c69f0039ea4658447941613,5578,REGISTRO CIVIL.pdf,"2024-10-04 10:42:19",1
c276e61e824afcaf64d737223959de764e26a2f5c276e61e824afcaf64d737223959de764e26a2f5,5979,TITULO.pdf,"2024-10-04 09:08:54",1
c3463f40f0254b1cbec1b0ab217fb4d3d69d7383c3463f40f0254b1cbec1b0ab217fb4d3d69d7383,6994,RG.pdf,"2024-10-04 09:45:11",1
c866dd19475e1409219e5b12180e51edbf96f4c7c866dd19475e1409219e5b12180e51edbf96f4c7,7011,CNH.pdf,"2024-10-04 09:32:26",1
cedcb48bf8cf74862add142f221a8285de943751cedcb48bf8cf74862add142f221a8285de943751,7069,NIT.pdf,"2024-10-04 08:57:09",1
d12ae171ae85f31c46f3d6a9349c69e080f9bad7d12ae171ae85f31c46f3d6a9349c69e080f9bad7,5333,CNH.pdf,"2024-10-22 12:18:45",1
d22c25fd3330c541784fbb55a1eded52ce36f950d22c25fd3330c541784fbb55a1eded52ce36f950,6865,VA?LIDA EM TODO (4).pdf,"2024-04-11 13:34:21",0
d257145427b5dd3df356057a866909d80509521dd257145427b5dd3df356057a866909d80509521d,1748,BAIXA CNPJ.jpeg,"2024-10-04 09:12:17",1
d307c1bc250b6f9797e2b75182789acd84738069d307c1bc250b6f9797e2b75182789acd84738069,1748,"44603851634-carteira-profissional.pdf","2024-10-04 09:12:04",1
d3748dcb85fa1cad9201f9852591afbb6c97cc34d3748dcb85fa1cad9201f9852591afbb6c97cc34,1743,CPF.pdf,"2024-10-04 09:33:24",1
d75649953c1822cd1d09280dba16655ae461c8a7d75649953c1822cd1d09280dba16655ae461c8a7,1463,DECLARACAO DE RECIDENCIA.pdf,"2024-10-04 09:16:33",1
da925ab1ba3eae3fd82c050b4cd89f4500b8151ada925ab1ba3eae3fd82c050b4cd89f4500b8151a,6069,FOTO.png,"2024-04-11 16:07:15",1
daed88c6d91f2cf5ab869fd75e787e6380a57f37daed88c6d91f2cf5ab869fd75e787e6380a57f37,5578,RG.pdf,"2024-10-04 10:42:35",1
dbd6f06fe27230cc4b4ab5c550e9f5ff89602a3edbd6f06fe27230cc4b4ab5c550e9f5ff89602a3e,6865,NIT.pdf,"2024-04-11 13:34:49",1
dc848d95b276097b9d4b1e343b97b95d0c5bbb8ddc848d95b276097b9d4b1e343b97b95d0c5bbb8d,7034,RG.pdf,"2024-10-04 09:06:41",1
de611323f6c4310d3109abc1f71763acf0a6ed97de611323f6c4310d3109abc1f71763acf0a6ed97,7032,"6b74f72c-0903-48e3-9471-a857725029d2.jpg","2024-10-04 09:07:53",1
e102065658cf088afa2dbbbdb1eb5caa8e016fbce102065658cf088afa2dbbbdb1eb5caa8e016fbc,7032,DECLARAÇÃO DE RESI.pdf,"2024-10-04 09:07:57",1
e1138b638bc2a2304962a0dbc0c51220aac693d0e1138b638bc2a2304962a0dbc0c51220aac693d0,6749,test.csv,"2024-04-11 10:58:11",0
e16b830c588d7884a7def273e8b4c9d5ffe85990e16b830c588d7884a7def273e8b4c9d5ffe85990,7011,NIS.pdf,"2024-10-04 09:32:45",1
e27658b0c9c3eef6cc9598ba4563a338aa98fca9e27658b0c9c3eef6cc9598ba4563a338aa98fca9,7034,"7551cd94-dbaa-4755-aa0b-d5fa533d2195.jpg","2024-10-04 09:05:43",1
e41b79b84a2a8b3d51b984500b16c7ec8efd926fe41b79b84a2a8b3d51b984500b16c7ec8efd926f,6995,CNH.pdf,"2024-10-04 10:27:01",1
e426be3ac162a44b52a288810a613e068c7d97ace426be3ac162a44b52a288810a613e068c7d97ac,1463,TITULO.pdf,"2024-10-04 09:17:01",1
e645207bd8587a2157cea86f3b2ac2b4ad7f22a5e645207bd8587a2157cea86f3b2ac2b4ad7f22a5,7055,CNH.pdf,"2024-10-04 09:01:54",1
e798898f6d854e975158514f7630dcfa59dd565be798898f6d854e975158514f7630dcfa59dd565b,1743,PIS.pdf,"2024-10-04 09:34:52",1
e9baa394dc921579781646caa8f56aa955a99e5ce9baa394dc921579781646caa8f56aa955a99e5c,2119,TITULO (7).pdf,"2024-10-04 10:12:03",1
ed25b0188bc3cd71175ad8102dd4625372a8374aed25b0188bc3cd71175ad8102dd4625372a8374a,6995,"1e6c3d18-8282-4c66-a463-002ba5816497.jfif","2024-10-04 10:26:57",1
f667f18970c4172776bf04a21447d58bfd68801ff667f18970c4172776bf04a21447d58bfd68801f,7011,RG.pdf,"2024-10-04 09:32:49",1
fc8a59d84dad6c9a381f6930cca66a98e087287dfc8a59d84dad6c9a381f6930cca66a98e087287d,7099,TITULO.pdf,"2024-11-04 16:22:09",1
